,name_muni,private_school_type,geometry,size,education_level_others,urban,government_level,centroid_column,x,y
206776,Porto Alegre,Particular,POINT (-51.1533572 -30.0202964),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1533572 -30.0202964),-51.1533572,-30.0202964
207302,Porto Alegre,Comunitária,POINT (-51.1490971 -30.0596861),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1490971 -30.0596861),-51.1490971,-30.0596861
207546,Porto Alegre,Não Informado,POINT (-51.0980695 -30.1236576),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.0980695 -30.1236576),-51.0980695,-30.1236576
207576,Porto Alegre,Não Informado,POINT (-51.1008335 -30.1128568),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1008335 -30.1128568),-51.1008335,-30.1128568
207636,Porto Alegre,Não Informado,POINT (-51.22144 -30.04657),Entre 501 e 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.22144 -30.04657),-51.22144,-30.04657
207637,Porto Alegre,Não Informado,POINT (-51.19661 -30.02013),Mais de 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.19661 -30.02013),-51.19661,-30.02013
207638,Porto Alegre,Não Informado,POINT (-51.18285 -30.07106),Entre 51 e 200 matrículas de escolarização,,Urbana,Estadual,POINT (-51.18285 -30.07106),-51.18285,-30.07106
207655,Porto Alegre,Não Informado,POINT (-51.1555552 -30.0482634),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1555552 -30.0482634),-51.1555552,-30.0482634
207773,Porto Alegre,Não Informado,POINT (-51.10487 -30.01919),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.10487 -30.01919),-51.10487,-30.01919
207815,Porto Alegre,Particular,POINT (-51.15395 -30.01593),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.15395 -30.01593),-51.15395,-30.01593
207853,Porto Alegre,Particular,POINT (-51.14225 -30.14891),Entre 501 e 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Privada,POINT (-51.14225 -30.14891),-51.14225,-30.14891
207854,Porto Alegre,Particular,POINT (-51.20292 -30.03422),Entre 501 e 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Privada,POINT (-51.20292 -30.03422),-51.20292,-30.03422
207855,Porto Alegre,Particular,POINT (-51.24574 -30.09512),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Privada,POINT (-51.24574 -30.09512),-51.24574,-30.09512
207856,Porto Alegre,Não Informado,POINT (-51.0953809 -30.0047731),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.0953809 -30.0047731),-51.0953809,-30.0047731
207857,Porto Alegre,Não Informado,POINT (-51.1857907 -29.9803403),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1857907 -29.9803403),-51.1857907,-29.9803403
207858,Porto Alegre,Não Informado,POINT (-51.2003703 -30.1597943),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.2003703 -30.1597943),-51.2003703,-30.1597943
207898,Porto Alegre,Não Informado,POINT (-51.21747 -30.05606),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.21747 -30.05606),-51.21747,-30.05606
207903,Porto Alegre,Não Informado,POINT (-51.22719 -30.12844),,,Urbana,Estadual,POINT (-51.22719 -30.12844),-51.22719,-30.12844
207907,Porto Alegre,Não Informado,POINT (-51.13164 -29.9832),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.13164 -29.9832),-51.13164,-29.9832
207908,Porto Alegre,Particular,POINT (-51.21264 -30.12082),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.21264 -30.12082),-51.21264,-30.12082
207909,Porto Alegre,Particular,POINT (-51.23891 -30.12594),Mais de 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.23891 -30.12594),-51.23891,-30.12594
207910,Porto Alegre,Particular,POINT (-51.22832 -30.07106),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.22832 -30.07106),-51.22832,-30.07106
207920,Porto Alegre,Não Informado,POINT (-51.1443758 -30.0397045),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1443758 -30.0397045),-51.1443758,-30.0397045
207921,Porto Alegre,Não Informado,POINT (-51.1675247 -30.0661069),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1675247 -30.0661069),-51.1675247,-30.0661069
207922,Porto Alegre,Não Informado,POINT (-51.2354843 -30.1114655),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2354843 -30.1114655),-51.2354843,-30.1114655
207923,Porto Alegre,Não Informado,POINT (-51.13468173 -30.09624198),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.13468173 -30.09624198),-51.13468173,-30.09624198
207924,Porto Alegre,Não Informado,POINT (-51.1107273 -30.1105581),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1107273 -30.1105581),-51.1107273,-30.1105581
207925,Porto Alegre,Não Informado,POINT (-51.0947984 -30.0042507),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.0947984 -30.0042507),-51.0947984,-30.0042507
207926,Porto Alegre,Não Informado,POINT (-51.2158893 -30.046615),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2158893 -30.046615),-51.2158893,-30.046615
207927,Porto Alegre,Não Informado,POINT (-51.1699917 -30.0708157),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1699917 -30.0708157),-51.1699917,-30.0708157
207928,Porto Alegre,Não Informado,POINT (-51.2158411 -30.0690042),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2158411 -30.0690042),-51.2158411,-30.0690042
207929,Porto Alegre,Não Informado,POINT (-51.1055467 -29.9931756),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1055467 -29.9931756),-51.1055467,-29.9931756
207930,Porto Alegre,Não Informado,POINT (-51.1453061 -30.1487999),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1453061 -30.1487999),-51.1453061,-30.1487999
207931,Porto Alegre,Não Informado,POINT (-51.1442629 -30.1529443),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1442629 -30.1529443),-51.1442629,-30.1529443
207932,Porto Alegre,Não Informado,POINT (-51.1396179 -30.1504641),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1396179 -30.1504641),-51.1396179,-30.1504641
207933,Porto Alegre,Não Informado,POINT (-51.2096157 -30.1264141),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2096157 -30.1264141),-51.2096157,-30.1264141
207934,Porto Alegre,Não Informado,POINT (-51.134001 -30.0970967),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.134001 -30.0970967),-51.134001,-30.0970967
207935,Porto Alegre,Não Informado,POINT (-51.1563905 -30.0033614),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1563905 -30.0033614),-51.1563905,-30.0033614
207936,Porto Alegre,Não Informado,POINT (-51.1270635 -29.9804291),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1270635 -29.9804291),-51.1270635,-29.9804291
207937,Porto Alegre,Não Informado,POINT (-51.1437566 -30.0405272),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1437566 -30.0405272),-51.1437566,-30.0405272
207938,Porto Alegre,Não Informado,POINT (-51.1943738 -30.0604561),,,Urbana,Municipal,POINT (-51.1943738 -30.0604561),-51.1943738,-30.0604561
207939,Porto Alegre,Não Informado,POINT (-51.2194108 -30.1249057),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2194108 -30.1249057),-51.2194108,-30.1249057
207940,Porto Alegre,Não Informado,POINT (-51.0964984 -30.0080468),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.0964984 -30.0080468),-51.0964984,-30.0080468
207941,Porto Alegre,Não Informado,POINT (-51.2202405 -30.1165695),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2202405 -30.1165695),-51.2202405,-30.1165695
207942,Porto Alegre,Não Informado,POINT (-51.1553747 -30.069282),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1553747 -30.069282),-51.1553747,-30.069282
207943,Porto Alegre,Não Informado,POINT (-51.1276651 -30.0147778),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1276651 -30.0147778),-51.1276651,-30.0147778
207944,Porto Alegre,Não Informado,POINT (-51.2293697 -30.0995309),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2293697 -30.0995309),-51.2293697,-30.0995309
207945,Porto Alegre,Não Informado,POINT (-51.2005351 -30.1193126),Entre 201 e 500 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.2005351 -30.1193126),-51.2005351,-30.1193126
207946,Porto Alegre,Não Informado,POINT (-51.0993118 -30.0261595),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.0993118 -30.0261595),-51.0993118,-30.0261595
207990,Porto Alegre,Não Informado,POINT (-51.17698 -30.01524),Entre 51 e 200 matrículas de escolarização,,Urbana,Estadual,POINT (-51.17698 -30.01524),-51.17698,-30.01524
207991,Porto Alegre,Não Informado,POINT (-51.15239 -30.01224),Entre 51 e 200 matrículas de escolarização,,Urbana,Estadual,POINT (-51.15239 -30.01224),-51.15239,-30.01224
207992,Porto Alegre,Não Informado,POINT (-51.21479 -30.04728),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.21479 -30.04728),-51.21479,-30.04728
208017,Porto Alegre,Particular,POINT (-51.23714 -30.10819),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.23714 -30.10819),-51.23714,-30.10819
208050,Porto Alegre,Não Informado,POINT (-51.2180076 -30.1222659),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.2180076 -30.1222659),-51.2180076,-30.1222659
208051,Porto Alegre,Não Informado,POINT (-51.2102608 -30.1850375),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2102608 -30.1850375),-51.2102608,-30.1850375
208052,Porto Alegre,Não Informado,POINT (-51.185406 -29.980443),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.185406 -29.980443),-51.185406,-29.980443
208053,Porto Alegre,Não Informado,POINT (-51.10676 -29.99629),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.10676 -29.99629),-51.10676,-29.99629
208054,Porto Alegre,Não Informado,POINT (-51.2605022 -30.0167318),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2605022 -30.0167318),-51.2605022,-30.0167318
208074,Porto Alegre,Particular,POINT (-51.22968 -30.02994),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.22968 -30.02994),-51.22968,-30.02994
208075,Porto Alegre,Particular,POINT (-51.22698 -30.03378),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.22698 -30.03378),-51.22698,-30.03378
208116,Porto Alegre,Particular,POINT (-51.2008366640657 -30.0003404868767),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.2008366640657 -30.0003404868767),-51.2008366640657,-30.0003404868767
208120,Porto Alegre,Não Informado,POINT (-51.2288 -30.03053),,,Urbana,Privada,POINT (-51.2288 -30.03053),-51.2288,-30.03053
208147,Porto Alegre,Não Informado,POINT (-51.2099555 -30.0420316),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.2099555 -30.0420316),-51.2099555,-30.0420316
208148,Porto Alegre,Não Informado,POINT (-51.1578436 -29.9869276),Entre 51 e 200 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1578436 -29.9869276),-51.1578436,-29.9869276
208149,Porto Alegre,Não Informado,POINT (-51.1116257 -30.0307294),Entre 201 e 500 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1116257 -30.0307294),-51.1116257,-30.0307294
208150,Porto Alegre,Não Informado,POINT (-51.1607964 -30.0778233),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1607964 -30.0778233),-51.1607964,-30.0778233
208151,Porto Alegre,Não Informado,POINT (-51.2283722 -30.1171653),Entre 201 e 500 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.2283722 -30.1171653),-51.2283722,-30.1171653
208152,Porto Alegre,Não Informado,POINT (-51.2393501 -30.0362266),Entre 51 e 200 matrículas de escolarização,Atividade Complementar,Urbana,Municipal,POINT (-51.2393501 -30.0362266),-51.2393501,-30.0362266
208198,Porto Alegre,Não Informado,POINT (-51.1124857 -30.0316218),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1124857 -30.0316218),-51.1124857,-30.0316218
208250,Porto Alegre,Particular,POINT (-51.2295 -30.03191),Mais de 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.2295 -30.03191),-51.2295,-30.03191
208251,Porto Alegre,Particular,POINT (-51.22468 -30.03074),Entre 501 e 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.22468 -30.03074),-51.22468,-30.03074
208255,Porto Alegre,Particular,POINT (-51.1717805291693 -30.0113263678185),Mais de 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.1717805291693 -30.0113263678185),-51.1717805291693,-30.0113263678185
208261,Porto Alegre,Filantrópica,POINT (-51.23943 -30.1305),Mais de 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.23943 -30.1305),-51.23943,-30.1305
208283,Porto Alegre,Não Informado,POINT (-51.1664009 -30.0541754),Entre 51 e 200 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Municipal,POINT (-51.1664009 -30.0541754),-51.1664009,-30.0541754
208284,Porto Alegre,Não Informado,POINT (-51.2381584 -30.0868371),Entre 51 e 200 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Municipal,POINT (-51.2381584 -30.0868371),-51.2381584,-30.0868371
208285,Porto Alegre,Não Informado,POINT (-51.1457951 -30.0340298),Entre 51 e 200 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Municipal,POINT (-51.1457951 -30.0340298),-51.1457951,-30.0340298
208286,Porto Alegre,Não Informado,POINT (-51.1459471 -30.1501388),Entre 51 e 200 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Municipal,POINT (-51.1459471 -30.1501388),-51.1459471,-30.1501388
208287,Porto Alegre,Filantrópica,POINT (-51.230490831706 -30.1289429795278),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.230490831706 -30.1289429795278),-51.230490831706,-30.1289429795278
208288,Porto Alegre,Filantrópica,POINT (-51.20162 -30.05846),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.20162 -30.05846),-51.20162,-30.05846
208289,Porto Alegre,Filantrópica,POINT (-51.17981 -30.00994),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.17981 -30.00994),-51.17981,-30.00994
208338,Porto Alegre,Filantrópica,POINT (-51.1928477045149 -30.0764632131904),Entre 51 e 200 matrículas de escolarização,Atividade Complementar,Urbana,Privada,POINT (-51.1928477045149 -30.0764632131904),-51.1928477045149,-30.0764632131904
208363,Porto Alegre,Filantrópica,POINT (-51.20707 -30.11891),Entre 51 e 200 matrículas de escolarização,Atividade Complementar,Urbana,Privada,POINT (-51.20707 -30.11891),-51.20707,-30.11891
208422,Porto Alegre,Não Informado,POINT (-51.17802 -30.00627),Entre 51 e 200 matrículas de escolarização,,Urbana,Estadual,POINT (-51.17802 -30.00627),-51.17802,-30.00627
208466,Porto Alegre,Não Informado,POINT (-51.2263548 -30.0818356),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2263548 -30.0818356),-51.2263548,-30.0818356
208468,Porto Alegre,Particular,POINT (-51.1452647 -30.1504157),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.1452647 -30.1504157),-51.1452647,-30.1504157
208484,Porto Alegre,Não Informado,POINT (-51.1377943 -30.1561227),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1377943 -30.1561227),-51.1377943,-30.1561227
208555,Porto Alegre,Particular,POINT (-51.18763 -30.00005),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.18763 -30.00005),-51.18763,-30.00005
208623,Porto Alegre,Não Informado,POINT (-51.1319332 -30.1536217),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1319332 -30.1536217),-51.1319332,-30.1536217
208628,Porto Alegre,Comunitária,POINT (-51.0971373 -30.1179578),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.0971373 -30.1179578),-51.0971373,-30.1179578
208788,Porto Alegre,Comunitária,POINT (-51.1462807 -30.0499294),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1462807 -30.0499294),-51.1462807,-30.0499294
208789,Porto Alegre,Comunitária,POINT (-51.1509889 -30.0492423),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1509889 -30.0492423),-51.1509889,-30.0492423
208790,Porto Alegre,Particular,POINT (-51.23299 -30.09781),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.23299 -30.09781),-51.23299,-30.09781
208791,Porto Alegre,Filantrópica,POINT (-51.22151 -30.04081),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.22151 -30.04081),-51.22151,-30.04081
208792,Porto Alegre,Particular,POINT (-51.15804 -30.05886),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.15804 -30.05886),-51.15804,-30.05886
208793,Porto Alegre,Comunitária,POINT (-51.1854302 -30.0369671),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1854302 -30.0369671),-51.1854302,-30.0369671
208794,Porto Alegre,Comunitária,POINT (-51.179328 -30.0907206),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.179328 -30.0907206),-51.179328,-30.0907206
208796,Porto Alegre,Comunitária,POINT (-51.1600356 -30.0495658),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1600356 -30.0495658),-51.1600356,-30.0495658
208797,Porto Alegre,Comunitária,POINT (-51.1027429 -30.1227998),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1027429 -30.1227998),-51.1027429,-30.1227998
208798,Porto Alegre,Comunitária,POINT (-51.2235659 -30.0725293),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2235659 -30.0725293),-51.2235659,-30.0725293
208799,Porto Alegre,Comunitária,POINT (-51.1531 -30.04999),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1531 -30.04999),-51.1531,-30.04999
208800,Porto Alegre,Comunitária,POINT (-51.2294967 -30.0863338),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2294967 -30.0863338),-51.2294967,-30.0863338
208801,Porto Alegre,Comunitária,POINT (-51.1047559 -30.0235552),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1047559 -30.0235552),-51.1047559,-30.0235552
208802,Porto Alegre,Comunitária,POINT (-51.2224929 -30.0699447),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.2224929 -30.0699447),-51.2224929,-30.0699447
208803,Porto Alegre,Comunitária,POINT (-51.1685722 -30.0759542),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1685722 -30.0759542),-51.1685722,-30.0759542
208804,Porto Alegre,Comunitária,POINT (-51.2152177 -30.1310985),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2152177 -30.1310985),-51.2152177,-30.1310985
208805,Porto Alegre,Comunitária,POINT (-51.2075464 -30.0485517),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2075464 -30.0485517),-51.2075464,-30.0485517
208806,Porto Alegre,Comunitária,POINT (-51.2013379 -30.1532525),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2013379 -30.1532525),-51.2013379,-30.1532525
208807,Porto Alegre,Comunitária,POINT (-51.2110045 -30.1366918),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.2110045 -30.1366918),-51.2110045,-30.1366918
208808,Porto Alegre,Filantrópica,POINT (-51.2301529 -30.0844793),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.2301529 -30.0844793),-51.2301529,-30.0844793
208809,Porto Alegre,Comunitária,POINT (-51.1544744 -30.0501193),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1544744 -30.0501193),-51.1544744,-30.0501193
208810,Porto Alegre,Comunitária,POINT (-51.2222956 -30.0745487),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2222956 -30.0745487),-51.2222956,-30.0745487
208811,Porto Alegre,Comunitária,POINT (-51.2025341 -30.0088293),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2025341 -30.0088293),-51.2025341,-30.0088293
208812,Porto Alegre,Comunitária,POINT (-51.1196226 -29.9896111),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1196226 -29.9896111),-51.1196226,-29.9896111
208813,Porto Alegre,Comunitária,POINT (-51.0962297 -30.1186663),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.0962297 -30.1186663),-51.0962297,-30.1186663
208814,Porto Alegre,Comunitária,POINT (-51.1031299 -30.0245367),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1031299 -30.0245367),-51.1031299,-30.0245367
208815,Porto Alegre,Comunitária,POINT (-51.2146216 -30.1293154),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.2146216 -30.1293154),-51.2146216,-30.1293154
208816,Porto Alegre,Confessional,POINT (-51.1505003 -30.0373761),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1505003 -30.0373761),-51.1505003,-30.0373761
208817,Porto Alegre,Comunitária,POINT (-51.1072645 -30.0002273),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1072645 -30.0002273),-51.1072645,-30.0002273
208818,Porto Alegre,Comunitária,POINT (-51.1623576 -30.047757),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1623576 -30.047757),-51.1623576,-30.047757
208819,Porto Alegre,Confessional,POINT (-51.1057893 -29.9943402),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1057893 -29.9943402),-51.1057893,-29.9943402
208820,Porto Alegre,Não Informado,POINT (-51.2066309 -30.0519386),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2066309 -30.0519386),-51.2066309,-30.0519386
208821,Porto Alegre,Confessional,POINT (-51.1944606 -29.9801785),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1944606 -29.9801785),-51.1944606,-29.9801785
208822,Porto Alegre,Comunitária,POINT (-51.1360452 -30.0972645),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1360452 -30.0972645),-51.1360452,-30.0972645
208823,Porto Alegre,Comunitária,POINT (-51.2273637 -30.0865126),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2273637 -30.0865126),-51.2273637,-30.0865126
208824,Porto Alegre,Comunitária,POINT (-51.2168936 -30.1292391),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2168936 -30.1292391),-51.2168936,-30.1292391
208825,Porto Alegre,Comunitária,POINT (-51.1066651 -30.1203592),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1066651 -30.1203592),-51.1066651,-30.1203592
208827,Porto Alegre,Comunitária,POINT (-51.0998618 -29.9981267),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.0998618 -29.9981267),-51.0998618,-29.9981267
208829,Porto Alegre,Comunitária,POINT (-51.20864 -30.04254),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.20864 -30.04254),-51.20864,-30.04254
208830,Porto Alegre,Comunitária,POINT (-51.1066541 -30.0230287),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1066541 -30.0230287),-51.1066541,-30.0230287
208831,Porto Alegre,Confessional,POINT (-51.1454685 -30.1628744),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1454685 -30.1628744),-51.1454685,-30.1628744
208832,Porto Alegre,Filantrópica,POINT (-51.1034946 -30.0245675),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1034946 -30.0245675),-51.1034946,-30.0245675
208833,Porto Alegre,Comunitária,POINT (-51.1237528 -30.0084627),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1237528 -30.0084627),-51.1237528,-30.0084627
208835,Porto Alegre,Comunitária,POINT (-51.1372846 -30.155906),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1372846 -30.155906),-51.1372846,-30.155906
208836,Porto Alegre,Comunitária,POINT (-51.1671969 -30.0703867),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1671969 -30.0703867),-51.1671969,-30.0703867
208837,Porto Alegre,Comunitária,POINT (-51.1747845 -30.0713849),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1747845 -30.0713849),-51.1747845,-30.0713849
208838,Porto Alegre,Comunitária,POINT (-51.1085822 -30.1219697),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1085822 -30.1219697),-51.1085822,-30.1219697
208839,Porto Alegre,Comunitária,POINT (-51.2104916 -30.0376285),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2104916 -30.0376285),-51.2104916,-30.0376285
208840,Porto Alegre,Comunitária,POINT (-51.1638843 -30.0772698),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1638843 -30.0772698),-51.1638843,-30.0772698
208942,Porto Alegre,Particular,POINT (-51.22195 -30.02815),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.22195 -30.02815),-51.22195,-30.02815
208977,Porto Alegre,Comunitária,POINT (-51.1266516 -30.0882007),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1266516 -30.0882007),-51.1266516,-30.0882007
208998,Porto Alegre,Particular,POINT (-51.10729 -30.01275),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.10729 -30.01275),-51.10729,-30.01275
209000,Porto Alegre,Comunitária,POINT (-51.1079968 -30.1237905),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1079968 -30.1237905),-51.1079968,-30.1237905
